,subj,condition,yvalue,decision-maker-ID,colour
134,wide_resnet50_2_l2_eps5,180,0.5875,wide_resnet50_2_l2_eps5,
135,wide_resnet50_2_l2_eps5,270,0.48125,wide_resnet50_2_l2_eps5,
136,resnet18_linf_eps0_5,0,0.91875,resnet18_linf_eps0_5,
137,resnet18_linf_eps0_5,90,0.521875,resnet18_linf_eps0_5,
138,resnet18_linf_eps0_5,180,0.65,resnet18_linf_eps0_5,
139,resnet18_linf_eps0_5,270,0.5375,resnet18_linf_eps0_5,
140,resnet18_linf_eps1,0,0.884375,resnet18_linf_eps1,
141,resnet18_linf_eps1,90,0.521875,resnet18_linf_eps1,
142,resnet18_linf_eps1,180,0.609375,resnet18_linf_eps1,
143,resnet18_linf_eps1,270,0.478125,resnet18_linf_eps1,
144,resnet18_linf_eps2,0,0.878125,resnet18_linf_eps2,
145,resnet18_linf_eps2,90,0.475,resnet18_linf_eps2,
146,resnet18_linf_eps2,180,0.609375,resnet18_linf_eps2,
147,resnet18_linf_eps2,270,0.459375,resnet18_linf_eps2,
148,resnet18_linf_eps4,0,0.803125,resnet18_linf_eps4,
149,resnet18_linf_eps4,90,0.425,resnet18_linf_eps4,
150,resnet18_linf_eps4,180,0.546875,resnet18_linf_eps4,
151,resnet18_linf_eps4,270,0.434375,resnet18_linf_eps4,
152,resnet18_linf_eps8,0,0.7625,resnet18_linf_eps8,
153,resnet18_linf_eps8,90,0.36875,resnet18_linf_eps8,
154,resnet18_linf_eps8,180,0.459375,resnet18_linf_eps8,
155,resnet18_linf_eps8,270,0.3625,resnet18_linf_eps8,
156,resnet50_linf_eps0_5,0,0.953125,resnet50_linf_eps0_5,
157,resnet50_linf_eps0_5,90,0.6375,resnet50_linf_eps0_5,
158,resnet50_linf_eps0_5,180,0.7,resnet50_linf_eps0_5,
159,resnet50_linf_eps0_5,270,0.590625,resnet50_linf_eps0_5,
160,resnet50_linf_eps1,0,0.94375,resnet50_linf_eps1,
161,resnet50_linf_eps1,90,0.6125,resnet50_linf_eps1,
162,resnet50_linf_eps1,180,0.6625,resnet50_linf_eps1,
163,resnet50_linf_eps1,270,0.58125,resnet50_linf_eps1,
164,resnet50_linf_eps2,0,0.9375,resnet50_linf_eps2,
165,resnet50_linf_eps2,90,0.553125,resnet50_linf_eps2,
166,resnet50_linf_eps2,180,0.628125,resnet50_linf_eps2,
167,resnet50_linf_eps2,270,0.546875,resnet50_linf_eps2,
168,resnet50_linf_eps4,0,0.903125,resnet50_linf_eps4,
169,resnet50_linf_eps4,90,0.528125,resnet50_linf_eps4,
